ID,Author,Author_Greek,Work_Title,Work_Title_English,TLG_or_Ref,Date_Approx,Book_Chapter_Line,Greek_or_Source_Text_Excerpt,English_Translation_or_Summary,Substance_Described,Substance_Latin_Scientific,Ritual_Context,Death_Resurrection_Relevance,Hypothesis_Relevance,Notes
53,Julian the Apostate,Ἰουλιανός,Κατὰ Γαλιλαίων,Against the Galileans,TLG 2003.001,~362 CE,passim,"[prose] Christians took the eating of body and blood from the Mithraic feast",N/A — polemical,N/A,Last pagan emperor criticizes Eucharist as borrowed from Mithraism,Julian explicitly claims Eucharist is taken from Mithraism; hostile witness with no reason to minimize the parallel,"H2 — Roman emperor level testimony that Christian sacrament = pagan mystery meal; eliminates coincidence argument"
54,Origen,Ὠριγένης,Κατὰ Κέλσου,Against Celsus,TLG 2042.001,~248 CE,3.59,"οὐ πᾶσιν κοινοῦμεν τὰ θεῖα μυστήρια","We do not communicate the divine mysteries to the multitude",N/A,N/A,Origen admits Christians practice mystery-cult secrecy about their rituals,Christian admission of mystery-cult secrecy structure; same as Eleusinian prohibition on revealing initiatory content,"H2 — Christian writer admits mystery-cult structure; secrecy = initiatory protection of sacred rites"
55,Lucian of Samosata,Λουκιανός,Περὶ τοῦ Περεγρίνου τελευτῆς,De Morte Peregrini,TLG 0062.043,~165 CE,11-13,"[prose] Christians convinced themselves they are going to be immortal and live forever; despise death","Christians despise death because they believe in immortality",N/A — satirical commentary,N/A,Satirist describes Christian death-contempt as product of mystery-cult promise of immortality,"Mystery cult promise: initiation makes you unafraid of death because you have already 'died' symbolically","H2 — external observer notes Christian death-contempt as functionally equivalent to mystery cult immortality promise"
56,Exodus,LXX,Ἔξοδος,Exodus (LXX),TLG 0527.001 (LXX),~3rd c. BCE (translation),30:22-25,"σμύρναν ἐκλεκτήν... κιννάμωμον εὐῶδες... κάλαμον εὐώδη... κασίαν... ἔλαιον ἐλαίας","Choice myrrh... sweet cinnamon... sweet calamus... cassia... olive oil [for sacred anointing oil]",Sacred anointing oil: myrrh + cinnamon + calamus + cassia + olive oil,Commiphora myrrha; Cinnamomum; kaneh-bosem (Cannabis?); Cinnamomum cassia,Priestly and royal anointing (every mashiach/christos is anointed with this),Every Jewish χριστός was literally smeared with this pharmacologically active compound; myrrh alone is analgesic/narcotic,"H3 — the substance that defines χριστός (the anointed one) is pharmacologically active; every priest/king was chemically treated"
57,Sula Benet (modern secondary),N/A,Słownik etymologiczny języka polskiego,Etymology article (Polish; reprinted 1975 in Cannabis and Culture),Secondary source (1936/1975),1936 (original),on kaneh-bosem,"[argument that Hebrew kaneh-bosem = cannabis based on Aramaic/Scythian cognate etymology]","Benet argues kaneh-bosem in Exodus 30:22-25 = Cannabis sativa based on Scythian/Near Eastern etymological cognate",Cannabis (proposed),Cannabis sativa,Israelite temple anointing oil formula,"If kaneh-bosem = cannabis, every Jewish anointing contained THC; χριστός = pharmacologically treated with psychoactive compound","H3 — contested but philologically serious; Scythian cannabis (Herodotus 4.73-75) and Hebrew kaneh-bosem share same root in ancient Near Eastern languages"
58,Tel Arad Archaeological Evidence,N/A (archaeological),Cannabis and Frankincense at the Judahite Shrine,Journal of the Institute of Archaeology of Tel Aviv University,Arie et al. 2020 (Journal of the IAA),~8th c. BCE altar; publication 2020,Tel Arad Temple Altar,"[chemical analysis: cannabis resin (THC/CBD) and frankincense on altar surfaces]","Cannabis resin and frankincense identified on altar stones at 8th century BCE Israelite temple at Tel Arad",Cannabis; frankincense,Cannabis sativa; Boswellia sacra,Official Israelite temple cult practice (8th c. BCE),Cannabis used in official Israelite temple cult; frankincense = same as Talmudic death-narcotic wine ingredient,"H3 — ARCHAEOLOGICAL PROOF of cannabis in official Israelite cult; establishes pharmacological continuity of Jewish religious practice from 8th c. BCE; gap to 1st c. CE remains open"
59,Gospel of Philip,Coptic/Greek,Εὐαγγέλιον κατὰ Φίλιππον,Gospel of Philip,Nag Hammadi Codex II.3,~3rd c. CE (preserving earlier traditions),74:12-22,"[Coptic] The chrism is superior to baptism... The anointing (χρίσμα) is the resurrection",Anointing oil (χρίσμα) as sacrament,Active oils (formula unspecified),Early Gnostic/Christian five sacraments: baptism; chrism; Eucharist; redemption; bridal chamber,The chrism (anointing) IS the resurrection — not symbolically but sacramentally; highest sacrament,"H3 — early Christian text explicitly equates anointing (χριστός-act) with resurrection; pharmacological anointing = death/rebirth"
60,Acts of John,Acts of John,Πράξεις Ἰωάννου,Acts of John,TLG 0317.001,~2nd c. CE,94-96,"[prose] Jesus gathers disciples in a ring and leads a circular dance (χορεία) before the Passion while singing a hymn",N/A — ritual dance,N/A,Pre-Passion circle dance: mystery cult ring-dance (κυκλικὸς χορός) before initiatory death,Circular dance before initiatory death = Dionysiac ring-dance before sparagmos; Jesus as hierophant,"H2 — apocryphal but early text documents mystery cult ritual structure in pre-Passion Jesus narrative"
61,Dead Sea Scrolls (1QS),Heb./Aram.,סרך היחד,Community Rule,1QS (Dead Sea Scrolls),~1st c. BCE,6:4-6,"וּכְאָשֶׁר יַעֲרֹכוּ הַשֻּׁלְחָן לֶאֱכֹל... יָשִׁית הַכֹּהֵן יָדוֹ בָרִאשׁוֹנָה לְבָרֵךְ אֶת רֵאשִׁית הַלֶּחֶם וְהַתִּירוֹשׁ","When the table is prepared for eating... the Priest shall first stretch out his hand to bless the first-fruits of the bread and new wine",Bread and new wine at communal sacred meal,Hordeum vulgare; Vitis vinifera,Essene community sacred meal; priestly blessing precedes consumption,Qumran sacred meal with bread and wine = direct precursor of Last Supper structure; Essene initiation = mystery-parallel,"H2 — Dead Sea Scrolls confirm structured sacred wine-and-bread meal in sectarian Judaism contemporary with Jesus; John Baptist connected to this milieu"
62,Apuleius,Ἀπουλήιος,Μεταμορφώσεις,Metamorphoses / The Golden Ass,N/A (Latin),~160 CE,11.3-24,"[Latin] 'at the threshold of death' initiates pass through all elements... and at midnight see the sun blazing in full light",N/A — Isis initiatory experience,Unspecified initiatory substance (possibly kykeon equivalent),Isis mystery initiation: night journey through death to rebirth; hierophant leads,"Initiate goes to threshold of death and returns; sees divine light = ἐποπτεία; structurally identical to Transfiguration and Gethsemane","H2 — Apuleius documents mystery initiation death-threshold experience; provides template for reading Gethsemane and Transfiguration"
63,Wisdom of Solomon,LXX,Σοφία Σολομῶντος,Wisdom of Solomon,TLG 0527.001 (LXX),~1st c. BCE,7:17-22,"ἔδωκέν μοι... γνῶσιν τῶν ὄντων... δυνάμεις ῥιζῶν... καὶ φαρμάκων ἐπίσκεψιν","He gave me knowledge of existing things... powers of roots... and examination of pharmaka",Pharmaka from roots (ῥίζαι),Generic — Solomonic wisdom tradition,Solomonic wisdom tradition; pharmacological knowledge as divine gift,Pharmacological knowledge (ῥίζαι and φάρμακα) given by God = sacred in LXX tradition; available to Jesus as canonical scripture,"H3 — LXX Wisdom places pharmaka within Jewish theological framework; pharmacological knowledge = divine wisdom; accessible to educated Jews"
